MODULE	SOURCE	DESCR
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES
REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM
REACTOME_COENZYME_A_BIOSYNTHESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_COENZYME_A_BIOSYNTHESIS
REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM
REACTOME_NICOTINATE_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NICOTINATE_METABOLISM
REACTOME_VITAMIN_B1_THIAMIN_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_VITAMIN_B1_THIAMIN_METABOLISM
REACTOME_VITAMIN_C_ASCORBATE_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_VITAMIN_C_ASCORBATE_METABOLISM
REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS
REACTOME_NICOTINAMIDE_SALVAGING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NICOTINAMIDE_SALVAGING
REACTOME_SIGNALING_BY_NOTCH1	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_NOTCH1
REACTOME_SIGNALING_BY_NOTCH2	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_NOTCH2
REACTOME_PI3K_AKT_ACTIVATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PI3K_AKT_ACTIVATION
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION_
REACTOME_ERK_MAPK_TARGETS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ERK_MAPK_TARGETS
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK
REACTOME_CREB_PHOSPHORYLATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CREB_PHOSPHORYLATION
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT
REACTOME_MEMBRANE_TRAFFICKING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MEMBRANE_TRAFFICKING
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING
REACTOME_CARNITINE_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CARNITINE_METABOLISM
REACTOME_SIGNALING_BY_BMP	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_BMP
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT
REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX
REACTOME_G_PROTEIN_ACTIVATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_G_PROTEIN_ACTIVATION
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_KERATAN_SULFATE_BIOSYNTHESIS
REACTOME_KERATAN_SULFATE_DEGRADATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_KERATAN_SULFATE_DEGRADATION
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS
REACTOME_HS_GAG_BIOSYNTHESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_HS_GAG_BIOSYNTHESIS
REACTOME_TCR_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TCR_SIGNALING
REACTOME_HS_GAG_DEGRADATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_HS_GAG_DEGRADATION
REACTOME_CS_DS_DEGRADATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CS_DS_DEGRADATION
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES
REACTOME_CALCINEURIN_ACTIVATES_NFAT	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CALCINEURIN_ACTIVATES_NFAT
REACTOME_ERKS_ARE_INACTIVATED	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ERKS_ARE_INACTIVATED
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL
REACTOME_SIGNALING_BY_HIPPO	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_HIPPO
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS
REACTOME_FCGR_ACTIVATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_FCGR_ACTIVATION
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION
REACTOME_ENOS_ACTIVATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ENOS_ACTIVATION
REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING
REACTOME_MICRORNA_MIRNA_BIOGENESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MICRORNA_MIRNA_BIOGENESIS
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM
REACTOME_LINOLEIC_ACID_LA_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_LINOLEIC_ACID_LA_METABOLISM
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE
REACTOME_NADE_MODULATES_DEATH_SIGNALLING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NADE_MODULATES_DEATH_SIGNALLING
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES
REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS
REACTOME_THYROXINE_BIOSYNTHESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_THYROXINE_BIOSYNTHESIS
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS
REACTOME_PECAM1_INTERACTIONS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PECAM1_INTERACTIONS
REACTOME_BASIGIN_INTERACTIONS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_BASIGIN_INTERACTIONS
REACTOME_TIE2_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TIE2_SIGNALING
REACTOME_GENE_SILENCING_BY_RNA	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GENE_SILENCING_BY_RNA
REACTOME_BIOLOGICAL_OXIDATIONS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_BIOLOGICAL_OXIDATIONS
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE
REACTOME_VITAMINS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_VITAMINS
REACTOME_FATTY_ACIDS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_FATTY_ACIDS
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS
REACTOME_MISCELLANEOUS_SUBSTRATES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MISCELLANEOUS_SUBSTRATES
REACTOME_ENDOGENOUS_STEROLS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ENDOGENOUS_STEROLS
REACTOME_EICOSANOIDS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_EICOSANOIDS
REACTOME_XENOBIOTICS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_XENOBIOTICS
REACTOME_CYP2E1_REACTIONS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CYP2E1_REACTIONS
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE
REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION
REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET_	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET_
REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX_	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX_
REACTOME_SYNTHESIS_OF_LIPOXINS_LX_	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_LIPOXINS_LX_
REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES
REACTOME_ARACHIDONIC_ACID_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ARACHIDONIC_ACID_METABOLISM
REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES
REACTOME_UBIQUINOL_BIOSYNTHESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_UBIQUINOL_BIOSYNTHESIS
REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE_	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE_
REACTOME_HYALURONAN_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_HYALURONAN_METABOLISM
REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS
REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM
REACTOME_ABACAVIR_METABOLISM	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ABACAVIR_METABOLISM
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX_	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX_
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA
REACTOME_DAP12_INTERACTIONS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DAP12_INTERACTIONS
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	MSigDB Canonical patways	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION
